Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
SolarAnywhere,solar-anywhere-2011.csv,8.759,CoderBasic,,,,413.101,100,148.903,100,1.051.080,100,1.051.080,100,1.051.080,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,318.209,77.03,31.655,21.26,848.384,80.72,814.544,77.5,848.424,80.72
,,,,,,10,374.472,90.65,16.057,10.78,1.004.622,95.58,967.722,92.07,1.004.712,95.59
,,,,,,25,396.205,95.91,6.862,4.61,1.055.292,100.4,1.049.532,99.85,1.055.292,100.4
,,,,,,50,395.369,95.71,4.137,2.78,1.053.192,100.2,1.049.762,99.87,1.053.192,100.2
,,,,,,100,395.416,95.72,4.253,2.86,1.052.136,100.1,1.052.136,100.1,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,,1,"[0, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1]",5,306.774,74.26,31.655,21.26,803.744,76.47,784.424,74.63,831.704,79.13
,,,,,,10,363.920,88.09,16.057,10.78,959.352,91.27,940.542,89.48,992.742,94.45
,,,,,,25,395.725,95.79,6.862,4.61,1.055.292,100.4,1.045.692,99.49,1.055.292,100.4
,,,,,,50,395.062,95.63,4.137,2.78,1.053.192,100.2,1.047.312,99.64,1.053.192,100.2
,,,,,,100,395.168,95.66,4.253,2.86,1.052.136,100.1,1.050.156,99.91,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,,3,"[0, 8, 8, 3, 8, 8, 3, 9, 9, 3, 8, 8, 3, 8, 8, 3, 9, 9, 3, 8, 8, 3, 8, 8, 3, 8, 9, 3, 8, 8, 3, 8, 8, 3, 9, 9, 3]",5,298.134,72.17,31.655,21.26,787.544,74.93,760.264,72.33,802.944,76.39
,,,,,,10,353.300,85.52,16.057,10.78,937.572,89.2,907.332,86.32,962.772,91.6
,,,,,,25,395.305,95.69,6.862,4.61,1.055.292,100.4,1.042.332,99.17,1.055.292,100.4
,,,,,,50,394.634,95.53,4.137,2.78,1.053.192,100.2,1.043.882,99.32,1.053.192,100.2
,,,,,,100,394.550,95.51,4.253,2.86,1.052.136,100.1,1.045.206,99.44,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,,5,"[0, 14, 14, 5, 13, 13, 5, 14, 15, 5, 13, 14, 5, 13, 14, 5, 14, 15, 5, 13, 13, 5, 14, 13, 5, 14, 14, 5, 13, 13, 5, 14, 14, 5, 14, 15, 5]",5,293.849,71.13,31.655,21.26,775.824,73.81,745.624,70.94,795.024,75.64
,,,,,,10,348.069,84.26,16.057,10.78,922.992,87.81,888.522,84.53,954.312,90.79
,,,,,,25,395.005,95.62,6.862,4.61,1.055.292,100.4,1.039.932,98.94,1.055.292,100.4
,,,,,,50,394.511,95.5,4.137,2.78,1.053.192,100.2,1.042.902,99.22,1.053.192,100.2
,,,,,,100,394.302,95.45,4.253,2.86,1.052.136,100.1,1.043.226,99.25,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,,10,"[0, 27, 28, 10, 27, 27, 10, 28, 30, 9, 27, 27, 10, 27, 27, 10, 29, 29, 9, 26, 27, 10, 27, 27, 10, 28, 29, 10, 27, 27, 10, 28, 28, 10, 29, 29, 9]",5,285.434,69.1,31.655,21.26,747.344,71.1,724.224,68.9,777.584,73.98
,,,,,,10,338.585,81.96,16.057,10.78,893.922,85.05,861.972,82.01,934.062,88.87
,,,,,,25,394.375,95.47,6.862,4.61,1.055.292,100.4,1.034.892,98.46,1.055.292,100.4
,,,,,,50,394.389,95.47,4.137,2.78,1.053.192,100.2,1.041.922,99.13,1.053.192,100.2
,,,,,,100,394.055,95.39,4.253,2.86,1.052.136,100.1,1.041.246,99.06,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,,15,"[0, 41, 41, 15, 40, 40, 15, 43, 44, 14, 40, 41, 15, 40, 41, 15, 43, 44, 14, 40, 40, 15, 41, 40, 15, 42, 43, 14, 40, 40, 15, 41, 42, 15, 43, 44, 14]",5,279.109,67.56,31.655,21.26,727.464,69.21,708.264,67.38,762.824,72.58
,,,,,,10,332.442,80.47,16.057,10.78,873.582,83.11,846.042,80.49,921.192,87.64
,,,,,,25,393.745,95.31,6.862,4.61,1.055.292,100.4,1.029.852,97.98,1.055.292,100.4
,,,,,,50,394.327,95.46,4.137,2.78,1.053.192,100.2,1.041.432,99.08,1.053.192,100.2
,,,,,,100,393.931,95.36,4.253,2.86,1.052.136,100.1,1.040.256,98.97,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,,20,"[0, 55, 55, 19, 54, 54, 20, 57, 59, 18, 54, 54, 20, 54, 54, 20, 57, 59, 18, 53, 53, 20, 54, 54, 20, 56, 57, 19, 54, 54, 20, 55, 56, 19, 57, 58, 18]",5,271.644,65.76,31.655,21.26,705.264,67.1,688.424,65.5,745.144,70.89
,,,,,,10,326.199,78.96,16.057,10.78,852.432,81.1,831.732,79.13,906.702,86.26
,,,,,,25,393.505,95.26,6.862,4.61,1.055.292,100.4,1.027.932,97.8,1.055.292,100.4
,,,,,,50,394.327,95.46,4.137,2.78,1.053.192,100.2,1.041.432,99.08,1.053.192,100.2
,,,,,,100,393.931,95.36,4.253,2.86,1.052.136,100.1,1.040.256,98.97,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,,30,"[0, 82, 83, 29, 81, 81, 30, 85, 89, 27, 81, 82, 29, 81, 81, 30, 86, 88, 27, 79, 80, 30, 81, 80, 30, 83, 86, 29, 81, 81, 30, 83, 84, 29, 86, 88, 28]",5,257.899,62.43,31.655,21.26,665.664,63.33,654.184,62.24,709.024,67.46
,,,,,,10,314.330,76.09,16.057,10.78,817.152,77.74,801.222,76.23,877.542,83.49
,,,,,,25,391.615,94.8,6.862,4.61,1.046.412,99.56,1.021.692,97.2,1.055.292,100.4
,,,,,,50,393.715,95.31,4.137,2.78,1.048.292,99.73,1.041.432,99.08,1.053.192,100.2
,,,,,,100,393.931,95.36,4.253,2.86,1.052.136,100.1,1.040.256,98.97,1.052.136,100.1
,,,,,,200,395.544,95.75,6.861,4.61,1.051.608,100.05,1.051.608,100.05,1.051.608,100.05
,,,CoderAPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,341.409,82.65,35.060,23.55,916.734,87.22,867.308,82.52,909.506,86.53
,,,,,,10,341.929,82.77,18.417,12.37,925.932,88.09,870.268,82.8,918.148,87.35
,,,,,,25,350.364,84.81,7.744,5.2,956.400,90.99,887.985,84.48,948.120,90.2
,,,,,,50,373.132,90.32,4.071,2.73,1.020.160,97.06,946.832,90.08,1.011.328,96.22
,,,,,,100,396.139,95.89,2.136,1.43,1.083.920,103.12,1.005.856,95.7,1.074.536,102.23
,,,,,,200,419.280,101.5,1.125,0.76,1.147.680,109.19,1.065.024,101.33,1.137.744,108.25
,,,,1,"[0, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1]",5,319.574,77.36,35.060,23.55,843.557,80.26,810.381,77.1,864.929,82.29
,,,,,,10,318.085,77.0,18.417,12.37,847.098,80.59,806.414,76.72,870.086,82.78
,,,,,,25,321.131,77.74,7.744,5.2,858.690,81.7,809.370,77.0,890.580,84.73
,,,,,,50,341.924,82.77,4.071,2.73,915.936,87.14,862.768,82.08,949.952,90.38
,,,,,,100,362.972,87.87,2.136,1.43,973.182,92.59,916.470,87.19,1.009.324,96.03
,,,,,,200,384.155,92.99,1.125,0.76,1.030.428,98.04,970.326,92.32,1.068.696,101.68
,,,,3,"[0, 8, 8, 3, 8, 8, 3, 9, 9, 3, 8, 8, 3, 8, 8, 3, 9, 9, 3, 8, 8, 3, 8, 8, 3, 8, 9, 3, 8, 8, 3, 8, 8, 3, 9, 9, 3]",5,299.208,72.43,35.060,23.55,804.960,76.58,753.012,71.64,797.966,75.92
,,,,,,10,295.795,71.6,18.417,12.37,805.350,76.62,742.616,70.65,797.314,75.86
